id,name,minit,lname,country,points,phone,bdate,sex
CUST00192,Jake,O,Brennan,Armenia,1619,60854071163,1959-02-10,F
CUST00193,Robert,J,Hamilton,Cuba,4231,53559561159,1955-12-21,M
CUST00194,Jennifer,Y,Maldonado,Cook Islands,4892,64993334985,1958-05-24,F
CUST00195,Erik,M,Rodriguez,Angola,8391,05421386581,1970-12-31,F
CUST00196,Charles,U,Burke,Saudi Arabia,7462,86692541390,2001-02-02,M
CUST00197,Christopher,R,Harrell,Slovakia (Slovak Republic),388,15338436667,1994-07-25,M
CUST00198,Kevin,V,Johnson,Liechtenstein,1609,46918558111,1984-02-15,M
CUST00199,Sarah,Z,Smith,Georgia,4365,67523801996,1970-02-20,F
CUST00200,Larry,S,Allison,Bahamas,8073,68434062910,1993-05-29,F
CUST00201,Jonathan,N,Terry,Mexico,2899,50842227939,1968-07-13,F
CUST00202,Allison,I,Skinner,Timor-Leste,6962,16079274927,1995-08-18,F
CUST00203,Bryan,N,Roy,American Samoa,9701,77132836060,1998-05-24,M
CUST00204,Kimberly,L,Goodwin,Kazakhstan,7681,75430892920,1965-11-18,F
CUST00205,Laura,I,Harrell,Russian Federation,5176,80585983285,1988-06-19,M
CUST00206,Kayla,X,Rivera,Chad,9913,32741323661,1986-02-26,F
CUST00207,Tiffany,I,Nguyen,Aruba,3054,35280638545,1998-07-25,M
CUST00208,Mary,G,Jordan,Norway,1199,28668436402,1990-06-17,M
CUST00209,Ashley,C,Johnson,Nepal,1883,95947710428,1964-11-08,M
CUST00210,Wayne,O,Tucker,Netherlands Antilles,460,80657808162,1997-06-14,F
CUST00211,Ryan,X,Esparza,Nigeria,526,30676962237,1986-12-08,M
CUST00212,Tina,Q,Thomas,Guinea,9845,63158010225,1963-03-25,M
CUST00213,Neil,H,Jones,Albania,5976,21805892113,1966-06-11,F
CUST00214,Cynthia,G,Ruiz,Pitcairn Islands,5089,04275237255,1958-05-07,M
CUST00215,Ashley,P,Mosley,Hungary,567,33730902636,1989-03-03,F
CUST00216,Julie,B,Espinoza,Vanuatu,157,60218456149,1962-01-02,M
CUST00217,Kaylee,X,Morris,American Samoa,661,99590845304,1964-01-21,F
CUST00218,Kimberly,D,Swanson,New Zealand,9017,39322585527,2007-04-13,F
CUST00219,Cassandra,P,Hill,Palestinian Territory,8473,74678398587,1969-06-11,M
CUST00220,Jason,X,Brooks,Tanzania,1557,22930765203,1997-12-03,F
CUST00221,Rachel,M,Walker,Guinea-Bissau,4931,36425790818,2005-06-10,M
CUST00222,Kayla,A,Wiggins,Korea,3515,20011187349,1996-07-14,M
CUST00223,Tonya,G,Schneider,Turkey,414,93667762556,1980-03-21,M
CUST00224,Alexandra,G,Flores,India,7662,87323208176,2005-12-18,M
CUST00225,Mike,E,Fischer,Lebanon,634,60576639706,1992-11-22,F
CUST00226,Lauren,P,Torres,San Marino,3954,29247541112,1956-03-08,M
CUST00227,Jerry,I,Dunlap,Tonga,1162,26539702047,1979-05-19,M
CUST00228,Joshua,G,Turner,South Africa,4680,91551631752,1969-01-03,F
CUST00229,Margaret,Q,Chandler,Guam,5758,46072535225,1995-02-24,F
CUST00230,Tammy,Q,Jackson,Algeria,2442,14121532845,1980-05-11,F
CUST00231,Adam,M,Lewis,Aruba,1548,83462535260,1958-09-17,F
CUST00232,Christine,G,Wallace,Ecuador,4762,20160000366,1964-03-02,M
CUST00233,Gregory,F,Campbell,Djibouti,7641,97128734851,1980-05-20,F
CUST00234,Leon,N,Oconnor,Reunion,6457,62692721670,2004-10-03,F
CUST00235,Jerry,J,Kaufman,Poland,9672,03374086959,2005-08-26,F
CUST00236,Jessica,Z,Sanchez,Puerto Rico,5575,00435674523,2000-11-23,F
CUST00237,Jared,G,Middleton,Guernsey,6259,49284019930,2006-04-08,F
CUST00238,Peter,C,Bishop,Sweden,6691,53458377243,1971-05-07,M
CUST00239,Elizabeth,S,Schultz,Reunion,9140,12139592322,2002-04-27,M
CUST00240,Crystal,D,Parker,Croatia,5348,58676092133,1959-04-24,M
CUST00241,James,X,Smith,Guatemala,5831,98967726586,1980-08-06,M
CUST00242,Daniel,L,Johnston,Congo,2128,00171482628,1965-11-19,M
CUST00243,William,P,Frost,Aruba,8824,44260169189,1973-09-08,M
CUST00244,Kimberly,J,White,Cambodia,6771,54323584066,1979-10-06,M
CUST00245,Julia,N,Delacruz,Latvia,1273,71250535387,1995-09-14,F
CUST00246,Anna,O,Shaw,Seychelles,7209,67002784700,1975-07-24,F
CUST00247,Dean,E,Taylor,Algeria,6451,92906252230,1966-07-10,F
CUST00248,Gerald,V,Johnson,Kuwait,5534,83313658300,1990-11-30,F
CUST00249,Shawn,X,Stewart,Tuvalu,486,72458894059,1954-09-07,F
CUST00250,Jennifer,R,Martin,Morocco,3038,98297855007,1987-06-23,M
CUST00251,Thomas,O,Green,Djibouti,427,04519957269,2002-01-30,M
CUST00252,Deanna,C,Lee,Senegal,2679,12837418137,1985-12-25,M
CUST00253,Ryan,U,Flynn,Svalbard & Jan Mayen Islands,843,95034953821,1998-05-14,F
CUST00254,Jon,R,Williams,Cocos (Keeling) Islands,6790,03076659504,1975-01-21,M
CUST00255,Tracey,F,Martinez,French Guiana,7325,91080561930,1997-06-21,M
CUST00256,Robert,O,Morales,Vietnam,2918,50048774373,1992-03-02,F
CUST00257,Mitchell,J,Howell,Saint Helena,8861,27198190938,1980-01-15,M
CUST00258,Arthur,M,Hill,Faroe Islands,4725,90140792746,1960-03-01,M
CUST00259,Amy,Z,Webster,Puerto Rico,7927,58807254863,1983-08-08,M
CUST00260,Angela,G,Mccarthy,Saint Vincent and the Grenadines,6991,87493904076,1976-04-22,M
CUST00261,Shelby,Y,Todd,Finland,3743,92867837628,1985-05-27,F
CUST00262,Richard,R,Benjamin,Canada,1185,13727295072,1956-10-01,M
CUST00263,Logan,G,Foster,Venezuela,1672,47399919664,1982-06-24,M
CUST00264,Rachel,N,Blake,Moldova,2498,19893921160,1963-02-06,F
CUST00265,Jennifer,D,Jackson,Ukraine,4920,98996528555,1988-04-22,M
CUST00266,Yolanda,L,Webb,Bolivia,725,53590907948,1982-09-28,M
CUST00267,Lindsey,F,Brown,Gibraltar,5566,48096531130,1977-10-04,M
CUST00268,Michael,V,Smith,Czech Republic,7509,97226798637,1988-12-13,F
CUST00269,Michaela,M,Pham,Montenegro,8011,14300160975,1996-07-18,F
CUST00270,Lisa,T,Rodriguez,New Caledonia,7298,71457387321,1973-03-05,F
CUST00271,Pamela,V,Ortiz,Costa Rica,3432,75835788937,1997-10-29,F
CUST00272,Michelle,M,Bell,Indonesia,9663,05986241791,1995-07-27,F
CUST00273,Courtney,Y,Singleton,Afghanistan,6544,27849236220,1996-06-12,M
CUST00274,Kristy,Q,Hayes,Morocco,6039,38200366052,2001-09-10,M
CUST00275,Donna,P,Henry,Bahamas,447,18893486799,2006-07-07,M
CUST00276,Kyle,B,Meyers,Algeria,7219,74592079630,1956-12-10,M
CUST00277,Rebecca,B,Morrison,Burundi,8274,73422589466,1970-03-02,M
CUST00278,Sara,V,Clements,Canada,5645,93442419062,1981-09-30,M
CUST00279,Ronald,Q,Barnett,Zambia,273,31827592124,1977-04-19,F
CUST00280,Mark,C,Rivas,Paraguay,1246,03111428475,2001-11-07,M
CUST00281,Courtney,S,Duran,Christmas Island,1370,34963782066,1970-12-26,M
CUST00282,Robert,W,Burns,Saint Vincent and the Grenadines,2230,27249800390,1977-06-11,M
CUST00283,Craig,H,Francis,Pitcairn Islands,7787,81830241829,1969-03-25,M
CUST00284,Jason,I,Martin,Serbia,679,92704047239,1976-11-27,F
CUST00285,Tiffany,B,Sloan,Tanzania,906,98714237737,1972-10-11,M
CUST00286,Steven,J,Schmidt,Senegal,1540,51840879042,1981-04-15,M
CUST00287,Catherine,Z,Mullins,Western Sahara,9312,33991289413,1996-09-16,F
CUST00288,Tina,H,Pena,Norway,8237,19021286798,1976-09-14,M
CUST00289,Kimberly,X,Waters,Dominican Republic,5658,79510040298,1963-09-17,F
CUST00290,Crystal,D,Davis,Namibia,8086,89697072470,1961-10-31,M
CUST00291,Brian,O,Brown,India,9921,93831143743,2005-04-29,M
CUST00292,Jennifer,Y,Perry,Mexico,3015,65168008595,1965-12-01,F
CUST00293,Victoria,N,Hansen,Gambia,2910,33957983813,1955-08-24,M
CUST00294,Nicole,Y,Dalton,Trinidad and Tobago,6999,37395295838,1987-03-20,F
CUST00295,Mary,L,Moore,Uruguay,4447,02995600520,1998-09-16,M
CUST00296,Matthew,W,Lewis,New Caledonia,9928,80771591981,1954-07-13,F
CUST00297,Andre,R,Henry,Indonesia,3175,32502777442,1973-06-16,F
CUST00298,Robert,E,Hunt,Israel,2019,01685192647,1963-10-09,M
CUST00299,Manuel,U,Velasquez,Holy See (Vatican City State),5037,87592024602,1997-07-11,M
CUST00300,Austin,M,Lopez,Azerbaijan,168,03588694209,1969-08-24,M
CUST00301,Paul,K,Moore,French Southern Territories,1575,23843058011,1972-08-27,M
CUST00302,Joe,C,Cooper,Uzbekistan,7438,75285559798,1997-12-09,M
CUST00303,Kelly,A,Barnes,Romania,4373,47019288718,1998-06-20,F
CUST00304,Vernon,O,Kaufman,Tajikistan,312,37748724178,1970-06-20,F
CUST00305,Stacey,O,Clay,Sudan,3509,76061413387,1969-11-09,M
CUST00306,Christina,U,Russell,Russian Federation,6585,61344800988,1986-04-06,F
CUST00307,Pamela,P,Chavez,Uganda,9375,41584931130,1981-06-21,M
CUST00308,Caroline,G,Martinez,United States Virgin Islands,1610,92755755430,2002-04-25,F
CUST00309,Robert,H,Hughes,Cayman Islands,5804,82540631027,1982-05-02,F
CUST00310,Joel,A,Reynolds,Burundi,3876,09390095368,1963-01-15,F
CUST00311,Michael,D,Parker,Denmark,9377,95023969407,1954-12-02,M
CUST00312,Michael,I,Burke,Jordan,6120,10535101116,2001-12-04,F
CUST00313,Edward,S,Madden,Albania,4159,87845780450,1975-03-27,F
CUST00314,Linda,O,Barry,Pitcairn Islands,8306,91787677194,1957-07-14,F
CUST00315,Andrea,U,Ingram,Montenegro,2596,13733441683,1984-08-17,M
CUST00316,Chris,C,Schroeder,Saint Barthelemy,2188,14317994492,2005-02-10,F
CUST00317,Mark,L,Barnes,Vietnam,1100,39977046094,1998-11-27,M
CUST00318,Jessica,F,Doyle,Netherlands Antilles,2464,62863347550,1977-11-08,M
CUST00319,Ashley,Q,Soto,Israel,7140,65612375065,1973-06-20,M
CUST00320,Amanda,Y,Willis,Saudi Arabia,1945,41178273236,1956-06-11,M
CUST00321,Kristen,T,Scott,Vietnam,4330,90893166091,2006-03-11,F
CUST00322,Brandi,Q,Morris,Saint Barthelemy,660,43366173242,1964-10-05,M
CUST00323,Sara,B,Stephens,Palestinian Territory,3912,07809355877,1974-01-07,M
CUST00324,Curtis,T,Pena,Sri Lanka,1557,84602519504,1965-06-07,M
CUST00325,Richard,X,Castro,Anguilla,8342,58669875876,1976-07-24,M
CUST00326,Christina,A,Jones,Kenya,274,63057541723,1972-06-22,M
CUST00327,Brett,H,Orozco,Djibouti,6613,69557278723,2001-07-04,M
CUST00328,Karen,F,Fox,Saint Lucia,9293,04796161435,1976-08-14,F
CUST00329,Stephanie,S,White,Greenland,694,56528557864,1976-05-21,M
CUST00330,Taylor,N,Rosales,Comoros,2971,20356147613,1989-08-12,F
CUST00331,Heather,Z,Lambert,Libyan Arab Jamahiriya,7335,28238269259,2002-08-30,M
CUST00332,Adam,U,Sweeney,Korea,5810,96192226060,2004-01-11,M
CUST00333,Robert,G,Bennett,Costa Rica,6465,57511581292,1966-11-17,F
CUST00334,Erica,H,Abbott,Italy,1257,80871389354,1998-07-01,M
CUST00335,Jeffrey,B,Hancock,France,2162,65644617968,1997-10-29,F
CUST00336,Crystal,A,Harris,Antigua and Barbuda,8319,79098316982,1959-05-23,M
CUST00337,Kelsey,E,Downs,Senegal,3606,55466598891,1957-04-29,F
CUST00338,Amy,V,Jones,Tanzania,7880,87932035768,1979-03-01,F
CUST00339,Devin,J,Sanchez,Uruguay,8543,29651645725,1977-12-01,F
